stat,hard,koef_hard,line,fs1_public,prest,p2,p3,p1_1,p1_2,punkt,kodific,f10r13p1,f10r14p1_1,f10r14p1_2,f10r151_03,f10r14p1_6,f10r18p1,f10r18p1_2,f10r19p1um,f10r19p113,f10r19p114,f10r19p121,f10r211p1,f10r22p1,f10r24p1,f10r24p1gr,f10r24p2,f10r24p3,f10r25p1,f10r25p1gr,f10r25p2,f10r25p3,f10r27p1,f11r9p1_05,f11r9_no11,f11r9p1_21,f11r9p1_22,f11r9p1212,f11r9_no01,f11r91_24,f11r10no13,f11r17_01,f11r17_02,f11r17_03,f11r17_04,f11r17_07,f20r30_82,f60r15,f60r15p7,status,ord_r,fe1r32p1,fe1r33p1,fe1r33_16,fe1r331_12,fe1r331_20,fe1r34_04,fe1r351p1,fe2r18_33,fl1,fl1_2,fl1_wom,fl1_bwom,fl1_ml,fl1_nl,fl1u,fl1u_2,fl1u_wom,fl1u_bwom,fl1u_ml,fl1u_nl,fs1_neost,fs1r566_3o,fs1r567_1o,fs1r567_2,fs1r567_3o,fs1r567_4o,fs1r62_21,fs1r62_02,fs1r62_03,fs1r62_05,fs1r62_06,fs1r62_07,fs1r62_08,fs1r62_09,fs1r62_10,fs1r62_11,fs1r62_12,fs1r62_16,fs1r70_01,fs1r64,fs1r64_add,fs1r64_nn,fs1r64_0,fs1r64_05n,fs1r64_05x,fs1r64_06n,fs1r64_06x,fs1r64_09n,fs1r64_09x,fs1r64_12n,fs1r64_12x,fs1r64_11n,fs1r64_11x,fs1r64_01n,fs1r64_01x,fs1r65_o,fs1r65_n,fs1r65_02n,fs1r65_02x,d_izm,id
ст.134 ч.3,3,11990,1,,1,1340003,FE1R10P1,Вовлечение несовершеннолетнего в занятие проституц,Кјмелетке толмаєан адамды жезґкшелікпен айналысуєа,"01,11,02",,,,,,01,,,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,NO,ALL,,,,,ALL,,,,,,,,,,,ALL,,02,,01,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,6,10,01,,,,2019-01-09,214
ст.134 ч.3,3,11970,1,,1,1340003,FE1R10P1,Вовлечение несовершеннолетнего в занятие проституц,Кјмелетке толмаєан адамды жезґкшелікпен айналысуєа,"01,02",,,,,,01,,,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,NO,ALL,,,,,ALL,,,,,,,,,,,ALL,,02,,01,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,6,10,01,,,,2015-01-01,215
ст.134 ч.4,3,12700,1,,1,1340004,FE1R10P1,Вовлечение несовершеннолетнего в занятие проституц,Кјмелетке толмаєан адамды жезґкшелікпен айналысуєа,"01,02",,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,02,ALL,,,,,ALL,,,,,,,,,,,ALL,,,,01,,,,,,,,,,01,01,,"05,06,11,",,,,,,,,,,,,7,12,01,,,,2019-01-09,216
ст.134 ч.4,3,12630,1,,1,1340004,FE1R10P1,Вовлечение несовершеннолетнего в занятие проституц,Кјмелетке толмаєан адамды жезґкшелікпен айналысуєа,"01,02",,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,02,ALL,,,,,ALL,,,,,,,,,,,ALL,,,,01,,,,,,,,,,01,01,,"05,06,11,",,,,,,,,,,,,7,12,01,,,,2015-01-01,217
ст.135 ч.1,3,10790,1,,1,1350001,FE1R10P1,Торговля несовершеннолетними,Кјмелетке толмаєандар саудасы,,,,,,,,,,,ALL,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,ALL,,,,,,,,ALL,,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,5,9,01,,,,2024-09-04,218
ст.135 ч.1,3,10780,1,,1,1350001,FE1R10P1,Торговля несовершеннолетними,Кјмелетке толмаєандар саудасы,,,,,,,,,,,ALL,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,ALL,,,,,ALL,,,,,,,,ALL,,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,5,9,01,,,,2020-01-11,219
ст.135 ч.1,3,10060,1,,1,1350001,FE1R10P1,Торговля несовершеннолетними,Кјмелетке толмаєандар саудасы,,,,,,,,,,,ALL,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,ALL,,,,,ALL,,,,,,,,ALL,,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,5,7,01,,,,2015-01-01,220
ст.135 ч.2,3,13100,1,,1,1350002,FE1R10P1,Торговля несовершеннолетними,Кјмелетке толмаєандар саудасы,"01,02,03,04,05,06,07,08,09,10,11,12,13,14",,,,,,01,,,02,ALL,,05,11.12,11,,08,,,,,04,,,,,,,,,09,,06,,,,,,,,1,0,,,NO,,,03>,"04,",,ALL,05,11,11,,ALL,,,,11,,,,ALL,,,,,02,,,09,,"11,12",,,,,,08,,01,,"05,06,11,",,,,,,,,,,,,9,12,01,,,,2024-09-04,221
ст.135 ч.2,3,13080,1,,1,1350002,FE1R10P1,Торговля несовершеннолетними,Кјмелетке толмаєандар саудасы,"01,02,03,04,05,06,07,08,09,10,11,12,13",,,,,,01,,,02,ALL,,05,11.12,11,,08,,,,,04,,,,,,,,,09,,06,,,,,,,,2,0,,,NO,,,03>,"04,",,ALL,05,11,11,,ALL,,,,11,,,,ALL,,,,,02,,,09,,"11,12",,,,,,08,,01,,"05,06,11,",,,,,,,,,,,,9,12,01,,,,2020-01-11,222
ст.135 ч.2,3,12160,1,,1,1350002,FE1R10P1,Торговля несовершеннолетними,Кјмелетке толмаєандар саудасы,"01,02,03,04,05,06,07,08,09,10,11,12,13",,,,,,01,,,02,ALL,,05,11.12,11,,08,,,,,04,,,,,,,,,09,,06,,,,,,,,2,0,,,NO,,,03>,"04,",,ALL,05,11,11,,ALL,,,,11,,,,ALL,,,,,02,,,09,,"11,12",,,,,,08,,01,,"05,06,11,",,,,,,,,,,,,7,10,01,,,,2015-01-01,223
ст.135 ч.3,4,13730,1,,1,1350003,FE1R10P1,Торговля несовершеннолетними,Кјмелетке толмаєандар саудасы,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,ALL,,,,,ALL,,,,,,,,ALL,,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,10,15,01,,,,2020-01-11,224
ст.135 ч.3,3,13110,1,,1,1350003,FE1R10P1,Торговля несовершеннолетними,Кјмелетке толмаєандар саудасы,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,ALL,,,,,ALL,,,,,,,,ALL,,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,10,12,01,,,,2015-01-01,225
ст.135 ч.3,4,13750,1,,1,1350003,FE1R10P1,Торговля несовершеннолетними,Кјмелетке толмаєандар саудасы,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,ALL,,,,,,,,ALL,,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,10,15,01,,,,2024-09-04,226
ст.135 ч.4,4,13980,1,,1,1350004,FE1R10P1,Торговля несовершеннолетними,Кјмелетке толмаєандар саудасы,"01,02",,,,,,,01,,,ALL,,,,,02 -,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,ALL,,,,,ALL,02,,,,,,,ALL,,,,,,02,01,,,,,,,,,,01,01,,"05,06,11,",,,,,,,,,,,,12,15,01,,,,2015-01-01,227
ст.135 ч.4,4,14180,1,,1,1350004,FE1R10P1,Торговля несовершеннолетними,Кјмелетке толмаєандар саудасы,"01,02",,,,,,,01,,,ALL,,,,,02 -,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,ALL,,,,,ALL,02,,,,,,,ALL,,,,,,02,01,,,,,,,,,,01,01,,"05,06,11,",,,,,,,,,,,,12,18,01,,,,2020-01-11,228
ст.135 ч.4,4,14190,1,,1,1350004,FE1R10P1,Торговля несовершеннолетними,Кјмелетке толмаєандар саудасы,"01,02",,,,,,,01,,,ALL,,,,,02 -,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,ALL,02,,,,,,,ALL,,,,,,02,01,,,,,,,,,,01,01,,"05,06,11,",,,,,,,,,,,,12,18,01,,,,2024-09-04,229
ст.136 ч.1,1,2430,1,,1,1360001,FE1R10P1,Подмена ребенка,Баланы ауыстыру,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,11,01",,,,,2000,,2000,,,,,,2,,2,,,,,2015-01-01,230
ст.136 ч.2,3,8830,1,,1,1360002,FE1R10P1,Подмена ребенка,Баланы ауыстыру,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,3,7,,,,,2015-01-01,231
ст.137 ч.1,0,1040,,,2,1370001,FE1R10P1,Незаконная деятельность по усыновлению (удочерению,Бала асырап алу жґнiндегi заѕсыз јрекет,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,12",,,,,160,,160,,160,,40,,,,,,02,,3,2015-01-01,232
ст.137 ч.2,1,3450,,,1,1370002,FE1R10P1,Незаконная деятельность по усыновлению (удочерению,Бала асырап алу жґнiндегi заѕсыз јрекет,,,,,,,,,,,,,,,,,ALL -,,,,,,,,,,,,,,,,,,,,,,,ALL -,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,"05,06,09,11,01",,,,,2000,,2000,,600,,,,2,,2,,02,,3,2015-01-01,233
ст.138,0,1420,,2,2,1380001,FE1R10P1,Разглашение тайны усыновления (удочерения),Бала асырап алу ќўпиясын жария ету,,1,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,12",,,,,200,,200,,180,,50,,,,,,02,,3,2015-01-01,234
ст.139,1,2680,,2,1,1390001,FE1R10P1,Неисполнение обязанностей по уплате средств на сод,Балаларын кїтіп-баєуєа арналєан ќаражатты тґлеу жґ,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09,11,01",,"05,06,",,,,,,,600,,,,2,,2,,,,,2015-01-01,235
ст.140 ч.1,0,410,,,2,1400001,FE1R10P1,Неисполнение обязанностей по воспитанию несовершен,Кјмелетке толмаєан адамды тјрбиелеу жґнiндегi мiнд,,1,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,NO,,,,,ALL,ALL,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,12",,,,,120,,120,,120,,30,,,,,,,,,2015-01-01,236
ст.140 ч.1,0,490,,,2,1400001,FE1R10P1,Неисполнение обязанностей по воспитанию несовершен,Кјмелетке толмаєан адамды тјрбиелеу жґнiндегi мiнд,,1,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,NO,,,,,ALL,ALL,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,12",,,,,120,,120,,120,,30,,,,,,,,,2019-04-13,237
ст.140 ч.1,0,500,,,2,1400001,FE1R10P1,Неисполнение обязанностей по воспитанию несовершен,Кјмелетке толмаєан адамды тјрбиелеу жґнiндегi мiнд,,1,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,NO,,,,,ALL,ALL,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,12",,,,,120,,120,,120,,30,,,,,,,,,2025-09-16,238
ст.140 ч.2,0,1050,,,2,1400002,FE1R10P1,Неисполнение обязанностей по воспитанию несовершен,Кјмелетке толмаєан адамды тјрбиелеу жґнiндегi мiнд,,1,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,ALL,ALL,,,,,ALL,,,,,,,,ALL,,,,,,,,,,,,,,,,,,"05,06,09,12",,,,,160,,160,,160,,40,,,,,,02,,3,2015-01-01,239
ст.140 ч.2,0,1070,,,2,1400002,FE1R10P1,Неисполнение обязанностей по воспитанию несовершен,Кјмелетке толмаєан адамды тјрбиелеу жґнiндегi мiнд,,1,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,ALL,ALL,,,,,ALL,,,,,,,,ALL,,,,,,,,,,,,,,,,,,"05,06,09,12",,,,,160,,160,,160,,40,,,,,,02,,3,2019-04-13,240
ст.140 ч.2,1,2770,,,1,1400002,FE1R10P1,Неисполнение обязанностей по воспитанию несовершен,Кјмелетке толмаєан адамды тјрбиелеу жґнiндегi мiнд,,,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,ALL,ALL,,,,,ALL,,,,,,,,ALL,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,1000,,1000,,600,,,,2,,2,,02,,3,2025-09-16,241
ст.140 ч.3,2,4220,,,1,1400003,FE1R10P1,Неисполнение обязанностей по воспитанию несовершен,Кјмелетке толмаєан адамды тјрбиелеу жґнiндегi мiнд,,,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,ALL,ALL,,,,,ALL,,,,,,,,ALL,,,,,,,,,,,,,,,,,,"11,01",,,,,,,,,,,,,3,,3,,02,,5,2025-09-16,242
ст.141 ч.1,1,2840,,,1,1410001,FE1R10P1,Ненадлежащее исполнение обязанностей по обеспечени,Балалардыѕ ґмiрi мен денсаулыєыныѕ ќауiпсiздiгiн ќ,,,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,ALL,,,,,,,,ALL,,,,,,,ALL,,,,ALL,,,,,,,,"05,06,09,11,01",,,,,2000,,2000,,600,,,,2,,2,,02,,3,2015-01-01,243
ст.156 ч.3,1,6420,,,1,1560003,FE1R10P1,Нарушение правил охраны труда,Еѕбектi ќорєау ќаєидаларын бўзу,,,,,,,,,,,ALL,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,ALL,,,,,,,ALL,,,,,,,,,,,,"11,01",,"05,06,",,,,,,,,,,,5,,5,,02,,3,2015-01-01,244
ст.141 ч.2,1,6410,,,1,1410002,FE1R10P1,Ненадлежащее исполнение обязанностей по обеспечени,Балалардыѕ ґмiрi мен денсаулыєыныѕ ќауiпсiздiгiн ќ,,,,,,,,,,,,,,ALL,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,ALL,,,,,,,,ALL,,,,,,,ALL,,,,,,,,,,,,"11,01",,"05,06,",,,,,,,,,,,5,,5,,02,,3,2015-01-01,245
ст.142,1,2980,,,1,1420001,FE1R10P1,Злоупотребление правами опекуна или попечителя,Ќорєаншы немесе ќамќоршы ќўќыќтарын терiс пайдалан,,,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,2000,,2000,,600,,,,2,,2,,,,,2015-01-01,246
ст.143 ч.1,2,4840,,,1,1430001,FE1R10P1,Незаконный вывоз несовершеннолетнего лица за преде,Кјмелетке толмаєан адамды Ќазаќстан Республикасыны,,,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,3000,,3000,,800,,,,3,,3,,,,,2020-01-11,247
ст.143 ч.1,1,2990,,,1,1430001,FE1R10P1,Незаконный вывоз несовершеннолетнего лица за преде,Кјмелетке толмаєан адамды Ќазаќстан Республикасыны,,,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,ALL,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,2000,,2000,,600,,,,2,,2,,,,,2015-01-01,248
ст.143 ч.2,2,7200,,,1,1430002,FE1R10P1,Незаконный вывоз несовершеннолетнего лица за преде,Кјмелетке толмаєан адамды Ќазаќстан Республикасыны,,,,,,,ALL -,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,ALL,,,,,ALL,,,,,,,,,,,,,,,ALL,,,,,,,,,,,"05,06,09,11,01",,,,,5000,,5000,,1200,,,,5,,5,,01,,,2015-01-01,249
ст.143 ч.2,3,8110,,,1,1430002,FE1R10P1,Незаконный вывоз несовершеннолетнего лица за преде,Кјмелетке толмаєан адамды Ќазаќстан Республикасыны,,,,,,,ALL -,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,ALL,,,,,,,,,,,,,,,ALL,,,,,,,,,,,"05,06,11,01",,"09,",,,8000,,8000,,,,,,6,,6,,01,,,2020-01-11,250
ст.143 ч.3,3,10490,,,1,1430003,FE1R10P1,Незаконный вывоз несовершеннолетнего лица за преде,Кјмелетке толмаєан адамды Ќазаќстан Республикасыны,,,,,,,,ALL,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,ALL,,,,,,,,,,,,,,,ALL,,,,,,,,,,ALL,01,,"05,06,11,",,,,,,,,,,,,3,8,01,,,,2020-01-11,251
ст.143 ч.3,3,9030,,,1,1430003,FE1R10P1,Незаконный вывоз несовершеннолетнего лица за преде,Кјмелетке толмаєан адамды Ќазаќстан Республикасыны,,,,,,,,ALL,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,ALL,,,,,ALL,,,,,,,,,,,,,,,ALL,,,,,,,,,,ALL,01,,"05,06,11,",,,,,,,,,,,,3,7,,01,,,2015-01-01,252
ст.144,0,1680,,,2,1440001,FE1R10P1,Вовлечение несовершеннолетних в изготовление проду,Кјмелетке толмаєандарды эротикалыќ мазмўндаєы ґнім,,1,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,ALL,,,,,ALL,,,,,,,,,,,ALL,,,,,ALL,,,,,,,,,,"05,06,09,12",,,,,200,,200,,200,,50,,,,,,,,,2020-01-11,253
ст.144,0,1210,,,2,1440001,FE1R10P1,Вовлечение несовершеннолетних в изготовление проду,Кјмелетке толмаєандарды эротикалыќ мазмўндаєы ґнім,,1,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,ALL,,,,,ALL,,,,,,,,,,,ALL,,,,,ALL,,,,,,,,,,"05,06,09,12",,,,,100,,100,,120,,45,,,,,,,,,2015-01-01,254
ст.144 ч.1,2,6330,,,1,1440001,FE1R10P1,Вовлечение несовершеннолетних в изготовление проду,Кјмелетке толмаєандарды эротикалыќ мазмўндаєы ґнім,,1,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,ALL,,,,,,,,,,,ALL,,,,,ALL,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,,5,22,01,,,2021-01-10,255
ст.144 ч.2,3,10120,,,1,1440002,FE1R10P1,Вовлечение несовершеннолетних в изготовление проду,Кјмелетке толмаєандарды эротикалыќ мазмўндаєы ґнім,"01,02,03,04",1,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,ALL,,,,,,,,,,,ALL,2,04,,03,,,02,,,,,,,03,01,,"05,06,11,",,,,,,,,,,,,5,7,"01,22",,,,2021-01-10,256
ст.145 ч.1,0,720,,2,2,1450001,FE1R10P1,Нарушение равноправия человека и гражданина,Адамныѕ жјне азаматтыѕ теѕ ќўќыќтылыєын бўзу,,1,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,"05,06,09,12",,,,,160,,160,,160,,40,,,,,,,,,2015-01-01,257
ст.145 ч.2,0,1810,,2,2,1450002,FE1R10P1,Нарушение равноправия человека и гражданина,Адамныѕ жјне азаматтыѕ теѕ ќўќыќтылыєын бўзу,,1,,,,,,,,,ALL,,,,,,ALL -,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,"05,06,09,12",,,,,200,,200,,200,,50,,,,,,02,,3,2015-01-01,258
ст.146 ч.1,2,6860,,,1,1460001,FE1R10P1,Пытки,Азаптаулар,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,11,01",,,,,5000,,5000,,,,,,5,,5,02,,,3,2015-01-01,259
ст.146 ч.1,1,3430,,,1,1460001,FE1R10P1,"Жестокое, бесчеловечное или унижающее достоинство","Ќатыгез, адамгершілікке жатпайтын немесе ќадір-ќас",,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,2000,,2000,,600,,,,2,,2,,02,,2,2023-05-19,260
ст.146 ч.2,3,7970,,,1,1460002,FE1R10P1,"Жестокое, бесчеловечное или унижающее достоинство","Ќатыгез, адамгершілікке жатпайтын немесе ќадір-ќас",,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,11,01",,,,,5000,,5000,,,,,,6,,6,,02,,3,2023-05-19,261
ст.146 ч.2,3,9330,,,1,1460002,FE1R10P1,Пытки,Азаптаулар,"01,02,03,04",,,,,01,01,,,02,ALL,,,по п.,по п.,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,ALL,,04,04,,,,,,04,,,,,,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,3,7,02,,,3,2015-01-01,262
ст.146 ч.3,3,10970,,,1,1460003,FE1R10P1,"Жестокое, бесчеловечное или унижающее достоинство","Ќатыгез, адамгершілікке жатпайтын немесе ќадір-ќас","01,02,03,04",,,,,01,01,,,02,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,,,03,,,,02,,01,,,04,,,,,,,,01,,,,,,,,,,,,,,4,10,02,,,3,2023-05-19,263
ст.146 ч.3,3,12290,,,1,1460003,FE1R10P1,Пытки,Азаптаулар,,,,,,,,,,,ALL,,,,,ALL -,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,ALL,,,,,,,,,,,,,,,,,,02,,01,,,04,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,5,12,02,,,3,2015-01-01,264
ст.146 ч.4,3,12750,,,1,1460004,FE1R10P1,"Жестокое, бесчеловечное или унижающее достоинство","Ќатыгез, адамгершілікке жатпайтын немесе ќадір-ќас",,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,,,,01,,,,,,,,,,,,,,7,12,02,,,3,2023-05-19,265
ст.147 ч.1,1,3910,,1,1,1470001,FE1R10P1,Нарушение неприкосновенности частной жизни и закон,Жеке ґмiрге ќолсўєылмаушылыќты жјне Ќазаќстан Респ,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,3000,,3000,,600,,,,2,,2,,02,,3,2015-01-01,266
ст.147 ч.2,2,5380,,1,1,1470002,FE1R10P1,Нарушение неприкосновенности частной жизни и закон,Жеке ґмiрге ќолсўєылмаушылыќты жјне Ќазаќстан Респ,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,5000,,5000,,800,,,,3,,3,,,,,2015-01-01,267
ст.147 ч.3,2,6270,,,1,1470003,FE1R10P1,Нарушение неприкосновенности частной жизни и закон,Жеке ґмiрге ќолсўєылмаушылыќты жјне Ќазаќстан Респ,,,,,,,,,,,ALL,,,,,,ALL -,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,,,,ALL,,01,,"05,06,11,",,,,,,,,,,,,,5,,02,2,5,2015-01-01,268
ст.168 ч.1,4,14480,,,1,1680001,FE1R10P1,Геноцид,Геноцид,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,ALL,,,,,ALL,,,,,,,,,,,,"01,03",,"05,06,11,",,,,,,,,,,,,15,20,,05,,,2017-07-24,269
ст.147 ч.4,2,6200,1,3,1,1470004,FE1R10P1,Нарушение неприкосновенности частной жизни и закон,Жеке ґмiрге ќолсўєылмаушылыќты жјне Ќазаќстан Респ,,,,,,,,,,,ALL,,,,,,ALL -,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,,5,,,,,2015-01-01,270
ст.147 ч.5,3,8380,1,3,1,1470005,FE1R10P1,Нарушение неприкосновенности частной жизни и закон,Жеке ґмiрге ќолсўєылмаушылыќты жјне Ќазаќстан Респ,,,,,,,,,,,ALL,,,,,,ALL -,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,,,,,,01,,"05,06,11,",,,,,,,,,,,,,7,,,,,2015-01-01,271
ст.148 ч.1,1,3000,,2,1,1480001,FE1R10P1,"Незаконное нарушение тайны переписки, телефонных п","Хат жазысу, телефонмен сґйлесу, пошта, телеграф ха",,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,2000,,2000,,600,,,,2,,2,,,,,2015-01-01,272
