stat,hard,koef_hard,line,fs1_public,prest,p2,p3,p1_1,p1_2,punkt,kodific,f10r13p1,f10r14p1_1,f10r14p1_2,f10r151_03,f10r14p1_6,f10r18p1,f10r18p1_2,f10r19p1um,f10r19p113,f10r19p114,f10r19p121,f10r211p1,f10r22p1,f10r24p1,f10r24p1gr,f10r24p2,f10r24p3,f10r25p1,f10r25p1gr,f10r25p2,f10r25p3,f10r27p1,f11r9p1_05,f11r9_no11,f11r9p1_21,f11r9p1_22,f11r9p1212,f11r9_no01,f11r91_24,f11r10no13,f11r17_01,f11r17_02,f11r17_03,f11r17_04,f11r17_07,f20r30_82,f60r15,f60r15p7,status,ord_r,fe1r32p1,fe1r33p1,fe1r33_16,fe1r331_12,fe1r331_20,fe1r34_04,fe1r351p1,fe2r18_33,fl1,fl1_2,fl1_wom,fl1_bwom,fl1_ml,fl1_nl,fl1u,fl1u_2,fl1u_wom,fl1u_bwom,fl1u_ml,fl1u_nl,fs1_neost,fs1r566_3o,fs1r567_1o,fs1r567_2,fs1r567_3o,fs1r567_4o,fs1r62_21,fs1r62_02,fs1r62_03,fs1r62_05,fs1r62_06,fs1r62_07,fs1r62_08,fs1r62_09,fs1r62_10,fs1r62_11,fs1r62_12,fs1r62_16,fs1r70_01,fs1r64,fs1r64_add,fs1r64_nn,fs1r64_0,fs1r64_05n,fs1r64_05x,fs1r64_06n,fs1r64_06x,fs1r64_09n,fs1r64_09x,fs1r64_12n,fs1r64_12x,fs1r64_11n,fs1r64_11x,fs1r64_01n,fs1r64_01x,fs1r65_o,fs1r65_n,fs1r65_02n,fs1r65_02x,d_izm,id
ст.358 ч.1,0,1520,4,,2,3580001,FE1R10P1,"Управление воздушным, морским, речным или маломерн","Алкогольдік, есірткілік жјне (немесе) уытќўмарлыќ",,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,ALL,,,"05,06,09,12",,,,,200,,200,,200,,50,,,,,02,,,2,2015-01-01,1088
ст.358 ч.2,1,2690,4,,1,3580002,FE1R10P1,"Управление воздушным, морским, речным или маломерн","Алкогольдік, есірткілік жјне (немесе) уытќўмарлыќ",,,,,,,,,,,ALL,,,,,ALL -,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,1000,,1000,,600,,,,2,,2,02,,,5,2015-01-01,1089
ст.358 ч.3,1,6960,4,,1,3580003,FE1R10P1,"Управление воздушным, морским, речным или маломерн","Алкогольдік, есірткілік жјне (немесе) уытќўмарлыќ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,ALL,,,,,,,,,,,,ALL,,,,,,,ALL,,,,,,,,,,,,"05,06,09,11,01",,,,,3000,,3000,,1200,,,,5,,5,02,,,6,2015-01-01,1090
ст.358 ч.4,2,11060,4,,1,3580004,FE1R10P1,"Управление воздушным, морским, речным или маломерн","Алкогольдік, есірткілік жјне (немесе) уытќўмарлыќ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,ALL,,,,,,ALL,,,,,,,ALL,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,5,10,02,,,7,2015-01-01,1091
ст.358 ч.5,2,12400,4,,1,3580005,FE1R10P1,"Управление воздушным, морским, речным или маломерн","Алкогольдік, есірткілік жјне (немесе) уытќўмарлыќ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,ALL,,,,,ALL,,,,,,,ALL,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,7,12,02,,,10,2015-01-01,1092
ст.359 ч.1,0,1490,,,2,3590001,FE1R10P1,"Допуск к управлению воздушным, морским или речным","Басќаруєа ќўќыєы жоќ адамныѕ јуе, теѕіз немесе ґзе",,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,"05,06,09,12",,,,,200,,200,,200,,50,,,,,,,,,2015-01-01,1093
ст.359 ч.2,1,2940,,,1,3590002,FE1R10P1,"Допуск к управлению воздушным, морским или речным","Басќаруєа ќўќыєы жоќ адамныѕ јуе, теѕіз немесе ґзе",,,ALL,,,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,ALL,,,,,,,ALL,,,,,,,,,,,,"05,06,09,11,01",,,,,2000,,2000,,600,,,,2,,2,,02,,3,2015-01-01,1094
ст.359 ч.3,1,3980,,,1,3590003,FE1R10P1,"Допуск к управлению воздушным, морским или речным","Басќаруєа ќўќыєы жоќ адамныѕ јуе, теѕіз немесе ґзе",,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,ALL,,,,,,ALL,,,,,,,ALL,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,,3,,02,,3,2015-01-01,1095
ст.359 ч.4,1,6010,,,1,3590004,FE1R10P1,"Допуск к управлению воздушным, морским или речным","Басќаруєа ќўќыєы жоќ адамныѕ јуе, теѕіз немесе ґзе",,,ALL,,,,,,ALL -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,ALL,,,,,ALL,,,,,,,ALL,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,,5,,02,,3,2015-01-01,1096
ст.360 ч.1,2,5020,,,1,3600001,FE1R10P1,Нарушение правил международных полетов,Халыќаралыќ ўшу ќаєидаларын бўзу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,3000,,3000,,800,,,,3,,3,,02,,3,2015-01-01,1097
ст.360 ч.2,3,10840,,,1,3600002,FE1R10P1,Нарушение правил международных полетов,Халыќаралыќ ўшу ќаєидаларын бўзу,,,,,,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,3,10,,,,,2015-01-01,1098
ст.361 ч.1,1,3780,,,1,3610001,FE1R10P1,Злоупотребление должностными полномочиями,Лауазымдыќ ґкiлеттiктерді теріс пайдалану,,"KR,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,2000,,2000,,600,,,,2,,2,"01,22",,,,2015-01-01,1099
ст.361 ч.1,1,3840,,,1,3610001,FE1R10P1,Злоупотребление должностными полномочиями,Лауазымдыќ ґкiлеттiктерді теріс пайдалану,,"KR,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,2000,,2000,,600,,,,2,,2,"01,22",,,,2018-07-30,1100
ст.361 ч.1,1,3850,,,1,3610001,FE1R10P1,Злоупотребление должностными полномочиями,Лауазымдыќ ґкiлеттiктерді теріс пайдалану,,"KR,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,2000,,2000,,600,,,,2,,2,"01,22",,,,2020-12-30,1101
ст.361 ч.2,2,5570,,,1,3610002,FE1R10P1,(Исключена) Злоупотребление должностными полномочи,Лауазымдыќ ґкiлеттiктерді теріс пайдалану,,"KR,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,11,01",,,,,4000,,4000,,,,,,4,,4,"01,22",,,,2018-07-30,1102
ст.361 ч.2,2,5550,,,1,3610002,FE1R10P1,(Исключена) Злоупотребление должностными полномочи,Лауазымдыќ ґкiлеттiктерді теріс пайдалану,,"KR,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,11,01",,,,,4000,,4000,,,,,,4,,4,"01,22",,,,2015-01-01,1103
ст.361 ч.3,2,7480,,,1,3610003,FE1R10P1,Злоупотребление должностными полномочиями,Лауазымдыќ ґкiлеттiктерді теріс пайдалану,,"KR,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,5000,,5000,,1200,,,,5,,5,"01,22",,,,2015-01-01,1104
ст.361 ч.3,2,7540,,,1,3610003,FE1R10P1,Злоупотребление должностными полномочиями,Лауазымдыќ ґкiлеттiктерді теріс пайдалану,,"KR,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,5000,,5000,,1200,,,,5,,5,"01,22",,,,2020-12-30,1105
ст.361 ч.3,2,7530,,,1,3610003,FE1R10P1,Злоупотребление должностными полномочиями,Лауазымдыќ ґкiлеттiктерді теріс пайдалану,,"KR,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,5000,,5000,,1200,,,,5,,5,"01,22",,,,2018-07-30,1106
ст.361 ч.4,3,8550,,,1,3610004,FE1R10P1,Злоупотребление должностными полномочиями,Лауазымдыќ ґкiлеттiктерді теріс пайдалану,"01,02,03,04","KR,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,,,,,01,"11,01",,"05,06,",,,,,,,,,,,7,,7,"01,22",,,,2020-12-30,1107
ст.361 ч.4,3,8530,,,1,3610004,FE1R10P1,Злоупотребление должностными полномочиями,Лауазымдыќ ґкiлеттiктерді теріс пайдалану,"01,02,03","KR,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,,,,,01,"11,01",,"05,06,",,,,,,,,,,,7,,7,"01,22",,,,2015-01-01,1108
ст.361 ч.2-1,2,5940,,,1,3610021,FE1R10P1,Злоупотребление должностными полномочиями,Лауазымдыќ ґкiлеттiктерді теріс пайдалану,,"KR,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,4000,,4000,,1000,,,,4,,4,"01,22",,,,2020-12-30,1109
ст.362 ч.1,2,4820,,,1,3620001,FE1R10P1,Превышение власти или должностных полномочий,Билiктi немесе лауазымдыќ ґкiлеттiктерді асыра пай,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,3000,,3000,,800,,,,3,,3,,,,,2018-07-30,1110
ст.362 ч.1,2,4740,,,1,3620001,FE1R10P1,Превышение власти или должностных полномочий,Билiктi немесе лауазымдыќ ґкiлеттiктерді асыра пай,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,3000,,3000,,800,,,,3,,3,,,,,2015-01-01,1111
ст.362 ч.2,2,6750,,,1,3620002,FE1R10P1,(Исключена) Превышение власти или должностных полн,Билiктi немесе лауазымдыќ ґкiлеттiктерді асыра пай,,,ALL,,,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,11,01",,,,,5000,,5000,,,,,,5,,5,,,,,2015-01-01,1112
ст.362 ч.2,2,6800,,,1,3620002,FE1R10P1,(Исключена) Превышение власти или должностных полн,Билiктi немесе лауазымдыќ ґкiлеттiктерді асыра пай,,,ALL,,,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,NO,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,11,01",,,,,5000,,5000,,,,,,5,,5,,,,,2018-07-30,1113
ст.362 ч.3,3,8480,,,1,3620003,FE1R10P1,Превышение власти или должностных полномочий,Билiктi немесе лауазымдыќ ґкiлеттiктерді асыра пай,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,01",,"05,06,",,,,,,,,,,,7,,7,,02,,5,2018-07-30,1114
ст.362 ч.3,3,8470,,,1,3620003,FE1R10P1,Превышение власти или должностных полномочий,Билiктi немесе лауазымдыќ ґкiлеттiктерді асыра пай,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,01",,"05,06,",,,,,,,,,,,7,,7,,02,,5,2015-01-01,1115
ст.362 ч.4,3,11210,,,1,3620004,FE1R10P1,Превышение власти или должностных полномочий,Билiктi немесе лауазымдыќ ґкiлеттiктерді асыра пай,"01,02,03","KR,",,,,,,,,,,,,,,,,,,,,02,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,01,02,,,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,5,10,,,,,2015-01-01,1116
ст.362 ч.4,3,11330,,,1,3620004,FE1R10P1,Превышение власти или должностных полномочий,Билiктi немесе лауазымдыќ ґкiлеттiктерді асыра пай,"01,02,03,04","KR,",,,,,,,,,,,,,,,,,,,,02,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,01,02,,,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,5,10,,,,,2018-07-30,1117
ст.363,0,860,,,2,3630001,FE1R10P1,Присвоение полномочий должностного лица,Лауазымды адамныѕ ґкiлеттiктерін иемденіп алу,,,ALL,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,12",,,,,160,,160,,160,,40,,,,,,,,,2015-01-01,1118
ст.364 ч.1,1,2330,,,1,3640001,FE1R10P1,Незаконное участие в предпринимательской деятельно,Кјсіпкерлік ќызметке заѕсыз ќатысу,,"KR,",ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,1000,,1000,,400,,,,1,,1,"01,22",,,,2020-12-30,1119
ст.364 ч.1,1,2320,,,1,3640001,FE1R10P1,Незаконное участие в предпринимательской деятельно,Кјсіпкерлік ќызметке заѕсыз ќатысу,,"KR,",ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,1000,,1000,,400,,,,1,,1,"01,22",,,,2018-07-30,1120
ст.364 ч.1,1,2310,,,1,3640001,FE1R10P1,Незаконное участие в предпринимательской деятельно,Кјсіпкерлік ќызметке заѕсыз ќатысу,,"KR,",ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,1000,,1000,,400,,,,1,,1,"01,22",,,,2015-01-01,1121
ст.364 ч.2,1,2650,,,1,3640002,FE1R10P1,(Исключена) Незаконное участие в предпринимательск,Кјсіпкерлік ќызметке заѕсыз ќатысу,,"KR,",ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,11,01",,,,,2000,,2000,,,,,,2,,2,"01,22",,,,2018-07-30,1122
ст.364 ч.2,1,2640,,,1,3640002,FE1R10P1,(Исключена) Незаконное участие в предпринимательск,Кјсіпкерлік ќызметке заѕсыз ќатысу,,"KR,",ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,11,01",,,,,2000,,2000,,,,,,2,,2,"01,22",,,,2015-01-01,1123
ст.364 ч.3,2,7570,,,1,3640003,FE1R10P1,Незаконное участие в предпринимательской деятельно,Кјсіпкерлік ќызметке заѕсыз ќатысу,,"KR,",ALL,,,,02,,,04,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,5000,,5000,,1200,,,,5,,5,"01,22",,,,2020-12-30,1124
ст.364 ч.3,2,5930,,,1,3640003,FE1R10P1,Незаконное участие в предпринимательской деятельно,Кјсіпкерлік ќызметке заѕсыз ќатысу,,"KR,",ALL,,,,02,,,04,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,4000,,4000,,1000,,,,4,,4,"01,22",,,,2015-01-01,1125
ст.364 ч.3,2,7510,,,1,3640003,FE1R10P1,Незаконное участие в предпринимательской деятельно,Кјсіпкерлік ќызметке заѕсыз ќатысу,,"KR,",ALL,,,,02,,,04,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,5000,,5000,,1200,,,,5,,5,"01,22",,,,2018-07-30,1126
ст.364 ч.4,2,7580,,,1,3640004,FE1R10P1,Незаконное участие в предпринимательской деятельно,Кјсіпкерлік ќызметке заѕсыз ќатысу,,"KR,",ALL,,,,02,,,04,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,5000,,5000,,1200,,,,5,,5,"01,22",,,,2020-12-30,1127
ст.364 ч.2-1,1,3900,,,1,3640021,FE1R10P1,Незаконное участие в предпринимательской деятельно,Кјсіпкерлік ќызметке заѕсыз ќатысу,,"KR,",ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,2000,,2000,,600,,,,2,,2,"01,22",,,,2020-12-30,1128
ст.365 ч.1,1,3860,,,1,3650001,FE1R10P1,Воспрепятствование законной предпринимательской де,Заѕды кјсіпкерлік ќызметке кедергі жасау,,"KR,",ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,2000,,2000,,600,,,,2,,2,"01,22",,,,2020-12-30,1129
ст.365 ч.1,2,5370,,,1,3650001,FE1R10P1,Воспрепятствование занятию законной предпринимател,Заѕды кјсіпкерлік ќызметпен айналысуєа кедергі жас,,"KR,",ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,3000,,3000,,800,,,,3,,3,"01,22",,,,2021-09-03,1130
ст.365 ч.1,1,3790,,,1,3650001,FE1R10P1,Воспрепятствование законной предпринимательской де,Заѕды кјсіпкерлік ќызметке кедергі жасау,,"KR,",ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,2000,,2000,,600,,,,2,,2,"01,22",,,,2015-01-01,1131
ст.365 ч.2,2,7550,,,1,3650002,FE1R10P1,Воспрепятствование законной предпринимательской де,Заѕды кјсіпкерлік ќызметке кедергі жасау,"01,02,03","KR,",ALL,,,,02,,,,,,,,,,01,,03,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,,,"05,06,09,11,01",,,,,5000,,5000,,1200,,,,5,,5,"01,22",,,,2020-12-30,1132
ст.365 ч.2,2,7490,,,1,3650002,FE1R10P1,Воспрепятствование законной предпринимательской де,Заѕды кјсіпкерлік ќызметке кедергі жасау,"01,02,03","KR,",ALL,,,,02,,,,,,,,,,01,,03,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,,,"05,06,09,11,01",,,,,5000,,5000,,1200,,,,5,,5,"01,22",,,,2015-01-01,1133
ст.365 ч.2,3,7960,,,1,3650002,FE1R10P1,Воспрепятствование занятию законной предпринимател,Заѕды кјсіпкерлік ќызметпен айналысуєа кедергі жас,"02,03,04","KR,",ALL,,,,02,,,,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,,,"11,01",,"05,06,",,,,,,,,,,,6,,6,"01,22",,,,2021-09-03,1134
ст.365 ч.3,3,10160,,,1,3650003,FE1R10P1,Воспрепятствование занятию законной предпринимател,Заѕды кјсіпкерлік ќызметпен айналысуєа кедергі жас,"01,02,03,04","KR,",ALL,,,,,03,03,,,,,,,,,,,02,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,,,,03,"11,01",,"05,06,09,",,,,,,,,,,,8,,8,"01,22",,,,2021-09-03,1135
ст.365 ч.3,3,8510,,,1,3650003,FE1R10P1,Воспрепятствование законной предпринимательской де,Заѕды кјсіпкерлік ќызметке кедергі жасау,"01,02,03","KR,",ALL,,,,,03,03,,,,,,,,,,,02,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,,,,03,"11,01",,"05,06,09,",,,,,,,,,,,7,,7,"01,22",,,,2015-01-01,1136
ст.365 ч.3,3,8560,,,1,3650003,FE1R10P1,Воспрепятствование законной предпринимательской де,Заѕды кјсіпкерлік ќызметке кедергі жасау,"01,02,03,04","KR,",ALL,,,,,03,03,,,,,,,,,,,02,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,,,,03,"11,01",,"05,06,09,",,,,,,,,,,,7,,7,"01,22",,,,2020-12-30,1137
ст.365 ч.4,3,10210,,,1,3650004,FE1R10P1,Воспрепятствование законной предпринимательской де,Заѕды кјсіпкерлік ќызметке кедергі жасау,,"KR,",ALL,,,,,03,03,,,,,,,,,,,02,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,01",,"05,06,09,",,,,,,,,,,2,8,2,8,"01,22",,,,2020-12-30,1138
ст.365 ч.4,3,12030,,,1,3650004,FE1R10P1,Воспрепятствование занятию законной предпринимател,Заѕды кјсіпкерлік ќызметпен айналысуєа кедергі жас,,"KR,",ALL,,,,,03,03,,,,,,,,,,,02,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,"05,06,09,11",,,,,,,,,,,,6,10,"01,22",,,,2021-09-03,1139
ст.366 ч.1,2,6380,,,1,3660001,FE1R10P1,Получение взятки,Пара алу,,"KR,",ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,01",,,,20xN,50xN,,,,,,,,,,5,"01,22",,,,2020-12-30,1140
ст.366 ч.1,2,6370,,,1,3660001,FE1R10P1,Получение взятки,Пара алу,,"KR,",ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,01",,,,20xN,50xN,,,,,,,,,,5,"01,22",,,,2015-01-01,1141
ст.366 ч.2,3,9480,,,1,3660002,FE1R10P1,Получение взятки,Пара алу,,"KR,",ALL,,,,,ALL -,,ALL -,,,,,,,ALL -,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,01",,,,50xN,60xN,,,,,,,,,3,7,"01,22",,,,2020-12-30,1142
ст.366 ч.2,3,9470,,,1,3660002,FE1R10P1,Получение взятки,Пара алу,,"KR,",ALL,,,,,ALL -,,ALL -,,,,,,,ALL -,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,01",,,,50xN,60xN,,,,,,,,,3,7,"01,22",,,,2015-01-01,1143
ст.366 ч.3,3,12910,1,,1,3660003,FE1R10P1,Получение взятки,Пара алу,"01,02,03,04","KR,",,,,,02,,,04,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,04,,02,,,,,,,,,,,"05,01",,,,60xN,70xN,,,,,,,,,7,12,"01,22",,,,2020-12-30,1144
ст.366 ч.3,3,12900,1,,1,3660003,FE1R10P1,Получение взятки,Пара алу,"01,02,03,04","KR,",,,,,02,,,04,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,04,,02,,,,,,,,,,,"05,01",,,,60xN,70xN,,,,,,,,,7,12,"01,22",,,,2015-01-01,1145
ст.366 ч.4,4,13930,1,,1,3660004,FE1R10P1,Получение взятки,Пара алу,,"KR,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,,ALL,"05,01",,,,70xN,80xN,,,,,,,,,10,15,"01,22",,,,2020-12-30,1146
ст.366 ч.4,4,13920,1,,1,3660004,FE1R10P1,Получение взятки,Пара алу,,"KR,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,,ALL,"05,01",,,,70xN,80xN,,,,,,,,,10,15,"01,22",,,,2015-01-01,1147
ст.366 ч.1-1,3,7900,,,1,3660011,FE1R10P1,Получение взятки,Пара алу,,"KR,",ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,01",,,,30xN,50xN,,,,,,,,,,6,"01,22",,,,2020-12-30,1148
